index,LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
13292,ESP,HEALTHEXP,VOLUNTARY,USD_CAP,A,1990,177.617,
13293,ESP,HEALTHEXP,VOLUNTARY,USD_CAP,A,1991,205.627,
13294,ESP,HEALTHEXP,VOLUNTARY,USD_CAP,A,1992,224.215,
13295,ESP,HEALTHEXP,VOLUNTARY,USD_CAP,A,1993,243.98,
13296,ESP,HEALTHEXP,VOLUNTARY,USD_CAP,A,1994,257.357,
13297,ESP,HEALTHEXP,VOLUNTARY,USD_CAP,A,1995,314.713,
13298,ESP,HEALTHEXP,VOLUNTARY,USD_CAP,A,1996,328.026,
13299,ESP,HEALTHEXP,VOLUNTARY,USD_CAP,A,1997,342.056,
13300,ESP,HEALTHEXP,VOLUNTARY,USD_CAP,A,1998,365.588,
13301,ESP,HEALTHEXP,VOLUNTARY,USD_CAP,A,1999,387.057,B
13302,ESP,HEALTHEXP,VOLUNTARY,USD_CAP,A,2000,436.321,
13303,ESP,HEALTHEXP,VOLUNTARY,USD_CAP,A,2001,473.594,
13304,ESP,HEALTHEXP,VOLUNTARY,USD_CAP,A,2002,522.286,
13305,ESP,HEALTHEXP,VOLUNTARY,USD_CAP,A,2003,582.22,B
13306,ESP,HEALTHEXP,VOLUNTARY,USD_CAP,A,2004,608.253,
13307,ESP,HEALTHEXP,VOLUNTARY,USD_CAP,A,2005,629.327,
13308,ESP,HEALTHEXP,VOLUNTARY,USD_CAP,A,2006,667.507,
13309,ESP,HEALTHEXP,VOLUNTARY,USD_CAP,A,2007,687.931,
13310,ESP,HEALTHEXP,VOLUNTARY,USD_CAP,A,2008,713.833,
13311,ESP,HEALTHEXP,VOLUNTARY,USD_CAP,A,2009,685.526,
13312,ESP,HEALTHEXP,VOLUNTARY,USD_CAP,A,2010,699.268,
13313,ESP,HEALTHEXP,VOLUNTARY,USD_CAP,A,2011,724.934,
13314,ESP,HEALTHEXP,VOLUNTARY,USD_CAP,A,2012,761.095,
13315,ESP,HEALTHEXP,VOLUNTARY,USD_CAP,A,2013,801.417,
13316,ESP,HEALTHEXP,VOLUNTARY,USD_CAP,A,2014,849.82,
13317,ESP,HEALTHEXP,VOLUNTARY,USD_CAP,A,2015,866.352,
13318,ESP,HEALTHEXP,VOLUNTARY,USD_CAP,A,2016,895.674,
13319,ESP,HEALTHEXP,VOLUNTARY,USD_CAP,A,2017,975.025,
13320,ESP,HEALTHEXP,VOLUNTARY,USD_CAP,A,2018,1015.108,P
13321,ESP,HEALTHEXP,VOLUNTARY,USD_CAP,A,2019,1056.861,E
13322,SWE,HEALTHEXP,COMPULSORY,PC_GDP,A,1970,4.584,
13323,SWE,HEALTHEXP,COMPULSORY,PC_GDP,A,1971,5.026,
13324,SWE,HEALTHEXP,COMPULSORY,PC_GDP,A,1972,5.115,
13325,SWE,HEALTHEXP,COMPULSORY,PC_GDP,A,1973,5.073,
13326,SWE,HEALTHEXP,COMPULSORY,PC_GDP,A,1974,5.543,
13327,SWE,HEALTHEXP,COMPULSORY,PC_GDP,A,1975,5.817,
13328,SWE,HEALTHEXP,COMPULSORY,PC_GDP,A,1976,6.071,
13329,SWE,HEALTHEXP,COMPULSORY,PC_GDP,A,1977,6.84,
13330,SWE,HEALTHEXP,COMPULSORY,PC_GDP,A,1978,6.898,
13331,SWE,HEALTHEXP,COMPULSORY,PC_GDP,A,1979,6.812,
13332,SWE,HEALTHEXP,COMPULSORY,PC_GDP,A,1980,7.165,
13333,SWE,HEALTHEXP,COMPULSORY,PC_GDP,A,1981,7.201,
13334,SWE,HEALTHEXP,COMPULSORY,PC_GDP,A,1982,7.257,
13335,SWE,HEALTHEXP,COMPULSORY,PC_GDP,A,1983,7.167,
13336,SWE,HEALTHEXP,COMPULSORY,PC_GDP,A,1984,6.999,
13337,SWE,HEALTHEXP,COMPULSORY,PC_GDP,A,1985,6.538,
13338,SWE,HEALTHEXP,COMPULSORY,PC_GDP,A,1986,6.338,
13339,SWE,HEALTHEXP,COMPULSORY,PC_GDP,A,1987,6.412,
13340,SWE,HEALTHEXP,COMPULSORY,PC_GDP,A,1988,6.308,
13341,SWE,HEALTHEXP,COMPULSORY,PC_GDP,A,1989,6.373,
13342,SWE,HEALTHEXP,COMPULSORY,PC_GDP,A,1990,5.739,
13343,SWE,HEALTHEXP,COMPULSORY,PC_GDP,A,1991,5.604,
13344,SWE,HEALTHEXP,COMPULSORY,PC_GDP,A,1992,6.525,
13345,SWE,HEALTHEXP,COMPULSORY,PC_GDP,A,1993,6.748,B
13346,SWE,HEALTHEXP,COMPULSORY,PC_GDP,A,1994,6.397,
13347,SWE,HEALTHEXP,COMPULSORY,PC_GDP,A,1995,6.285,
13348,SWE,HEALTHEXP,COMPULSORY,PC_GDP,A,1996,6.5,
13349,SWE,HEALTHEXP,COMPULSORY,PC_GDP,A,1997,6.243,
13350,SWE,HEALTHEXP,COMPULSORY,PC_GDP,A,1998,6.299,
13351,SWE,HEALTHEXP,COMPULSORY,PC_GDP,A,1999,6.332,
13352,SWE,HEALTHEXP,COMPULSORY,PC_GDP,A,2000,6.303,
13353,SWE,HEALTHEXP,COMPULSORY,PC_GDP,A,2001,6.527,B
13354,SWE,HEALTHEXP,COMPULSORY,PC_GDP,A,2002,6.818,
13355,SWE,HEALTHEXP,COMPULSORY,PC_GDP,A,2003,6.957,
13356,SWE,HEALTHEXP,COMPULSORY,PC_GDP,A,2004,6.766,
13357,SWE,HEALTHEXP,COMPULSORY,PC_GDP,A,2005,6.75,
13358,SWE,HEALTHEXP,COMPULSORY,PC_GDP,A,2006,6.677,
13359,SWE,HEALTHEXP,COMPULSORY,PC_GDP,A,2007,6.642,
13360,SWE,HEALTHEXP,COMPULSORY,PC_GDP,A,2008,6.802,
13361,SWE,HEALTHEXP,COMPULSORY,PC_GDP,A,2009,7.26,
13362,SWE,HEALTHEXP,COMPULSORY,PC_GDP,A,2010,6.869,
13363,SWE,HEALTHEXP,COMPULSORY,PC_GDP,A,2011,8.821,B
13364,SWE,HEALTHEXP,COMPULSORY,PC_GDP,A,2012,9.066,
13365,SWE,HEALTHEXP,COMPULSORY,PC_GDP,A,2013,9.197,
13366,SWE,HEALTHEXP,COMPULSORY,PC_GDP,A,2014,9.227,
13367,SWE,HEALTHEXP,COMPULSORY,PC_GDP,A,2015,9.104,
13368,SWE,HEALTHEXP,COMPULSORY,PC_GDP,A,2016,9.15,
13369,SWE,HEALTHEXP,COMPULSORY,PC_GDP,A,2017,9.15,
13370,SWE,HEALTHEXP,COMPULSORY,PC_GDP,A,2018,9.263,
13371,SWE,HEALTHEXP,COMPULSORY,PC_GDP,A,2019,9.274,P
13372,SWE,HEALTHEXP,VOLUNTARY,PC_GDP,A,1970,0.889,
13373,SWE,HEALTHEXP,VOLUNTARY,PC_GDP,A,1971,0.883,
13374,SWE,HEALTHEXP,VOLUNTARY,PC_GDP,A,1972,0.895,
13375,SWE,HEALTHEXP,VOLUNTARY,PC_GDP,A,1973,0.911,
13376,SWE,HEALTHEXP,VOLUNTARY,PC_GDP,A,1974,0.68,
13377,SWE,HEALTHEXP,VOLUNTARY,PC_GDP,A,1975,0.69,
13378,SWE,HEALTHEXP,VOLUNTARY,PC_GDP,A,1976,0.719,
13379,SWE,HEALTHEXP,VOLUNTARY,PC_GDP,A,1977,0.703,
13380,SWE,HEALTHEXP,VOLUNTARY,PC_GDP,A,1978,0.693,
13381,SWE,HEALTHEXP,VOLUNTARY,PC_GDP,A,1979,0.669,
13382,SWE,HEALTHEXP,VOLUNTARY,PC_GDP,A,1980,0.623,
13383,SWE,HEALTHEXP,VOLUNTARY,PC_GDP,A,1981,0.691,
13384,SWE,HEALTHEXP,VOLUNTARY,PC_GDP,A,1982,0.722,
13385,SWE,HEALTHEXP,VOLUNTARY,PC_GDP,A,1983,0.723,
13386,SWE,HEALTHEXP,VOLUNTARY,PC_GDP,A,1984,0.7,
13387,SWE,HEALTHEXP,VOLUNTARY,PC_GDP,A,1985,0.771,
13388,SWE,HEALTHEXP,VOLUNTARY,PC_GDP,A,1986,0.741,
13389,SWE,HEALTHEXP,VOLUNTARY,PC_GDP,A,1987,0.745,
13390,SWE,HEALTHEXP,VOLUNTARY,PC_GDP,A,1988,0.766,
13391,SWE,HEALTHEXP,VOLUNTARY,PC_GDP,A,1989,0.76,
13392,SWE,HEALTHEXP,VOLUNTARY,PC_GDP,A,1990,1.474,
13393,SWE,HEALTHEXP,VOLUNTARY,PC_GDP,A,1991,1.597,
13394,SWE,HEALTHEXP,VOLUNTARY,PC_GDP,A,1992,0.959,
13395,SWE,HEALTHEXP,VOLUNTARY,PC_GDP,A,1993,0.977,B
13396,SWE,HEALTHEXP,VOLUNTARY,PC_GDP,A,1994,0.941,
13397,SWE,HEALTHEXP,VOLUNTARY,PC_GDP,A,1995,0.97,
13398,SWE,HEALTHEXP,VOLUNTARY,PC_GDP,A,1996,0.953,
13399,SWE,HEALTHEXP,VOLUNTARY,PC_GDP,A,1997,1.022,
13400,SWE,HEALTHEXP,VOLUNTARY,PC_GDP,A,1998,1.045,
13401,SWE,HEALTHEXP,VOLUNTARY,PC_GDP,A,1999,1.043,
13402,SWE,HEALTHEXP,VOLUNTARY,PC_GDP,A,2000,1.066,
13403,SWE,HEALTHEXP,VOLUNTARY,PC_GDP,A,2001,1.417,B
13404,SWE,HEALTHEXP,VOLUNTARY,PC_GDP,A,2002,1.436,
13405,SWE,HEALTHEXP,VOLUNTARY,PC_GDP,A,2003,1.409,
13406,SWE,HEALTHEXP,VOLUNTARY,PC_GDP,A,2004,1.412,
13407,SWE,HEALTHEXP,VOLUNTARY,PC_GDP,A,2005,1.449,
13408,SWE,HEALTHEXP,VOLUNTARY,PC_GDP,A,2006,1.425,
13409,SWE,HEALTHEXP,VOLUNTARY,PC_GDP,A,2007,1.401,
13410,SWE,HEALTHEXP,VOLUNTARY,PC_GDP,A,2008,1.441,
13411,SWE,HEALTHEXP,VOLUNTARY,PC_GDP,A,2009,1.541,
13412,SWE,HEALTHEXP,VOLUNTARY,PC_GDP,A,2010,1.466,
13413,SWE,HEALTHEXP,VOLUNTARY,PC_GDP,A,2011,1.625,B
13414,SWE,HEALTHEXP,VOLUNTARY,PC_GDP,A,2012,1.7,
13415,SWE,HEALTHEXP,VOLUNTARY,PC_GDP,A,2013,1.748,
13416,SWE,HEALTHEXP,VOLUNTARY,PC_GDP,A,2014,1.754,
13417,SWE,HEALTHEXP,VOLUNTARY,PC_GDP,A,2015,1.724,
13418,SWE,HEALTHEXP,VOLUNTARY,PC_GDP,A,2016,1.689,
13419,SWE,HEALTHEXP,VOLUNTARY,PC_GDP,A,2017,1.645,
13420,SWE,HEALTHEXP,VOLUNTARY,PC_GDP,A,2018,1.623,
13421,SWE,HEALTHEXP,VOLUNTARY,PC_GDP,A,2019,1.608,P
13422,SWE,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,1970,83.762,
13423,SWE,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,1971,85.048,
13424,SWE,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,1972,85.106,
13425,SWE,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,1973,84.776,
13426,SWE,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,1974,89.076,
13427,SWE,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,1975,89.396,
13428,SWE,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,1976,89.41,
13429,SWE,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,1977,90.677,
13430,SWE,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,1978,90.872,
13431,SWE,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,1979,91.055,
13432,SWE,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,1980,91.996,
13433,SWE,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,1981,91.245,
13434,SWE,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,1982,90.954,
13435,SWE,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,1983,90.841,
13436,SWE,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,1984,90.907,
13437,SWE,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,1985,89.454,
13438,SWE,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,1986,89.533,
13439,SWE,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,1987,89.594,
13440,SWE,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,1988,89.168,
13441,SWE,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,1989,89.346,
13442,SWE,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,1990,79.563,
13443,SWE,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,1991,77.828,
13444,SWE,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,1992,87.188,
13445,SWE,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,1993,87.353,B
13446,SWE,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,1994,87.177,
13447,SWE,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,1995,86.634,
13448,SWE,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,1996,87.212,
13449,SWE,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,1997,85.93,
13450,SWE,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,1998,85.767,
13451,SWE,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,1999,85.855,
13452,SWE,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,2000,85.538,
13453,SWE,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,2001,82.169,B
13454,SWE,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,2002,82.605,
13455,SWE,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,2003,83.158,
13456,SWE,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,2004,82.73,
13457,SWE,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,2005,82.332,
13458,SWE,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,2006,82.407,
13459,SWE,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,2007,82.577,
13460,SWE,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,2008,82.518,
13461,SWE,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,2009,82.487,
13462,SWE,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,2010,82.411,
13463,SWE,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,2011,84.441,B
13464,SWE,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,2012,84.214,
13465,SWE,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,2013,84.029,
13466,SWE,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,2014,84.027,
13467,SWE,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,2015,84.078,
13468,SWE,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,2016,84.419,
13469,SWE,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,2017,84.759,
13470,SWE,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,2018,85.092,
13471,SWE,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,2019,85.226,P
13472,SWE,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,1970,16.238,
13473,SWE,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,1971,14.952,
13474,SWE,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,1972,14.894,
13475,SWE,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,1973,15.224,
13476,SWE,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,1974,10.924,
13477,SWE,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,1975,10.604,
13478,SWE,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,1976,10.59,
13479,SWE,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,1977,9.323,
13480,SWE,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,1978,9.128,
13481,SWE,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,1979,8.945,
13482,SWE,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,1980,8.004,
13483,SWE,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,1981,8.755,
13484,SWE,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,1982,9.046,
13485,SWE,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,1983,9.159,
13486,SWE,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,1984,9.093,
13487,SWE,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,1985,10.546,
13488,SWE,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,1986,10.467,
13489,SWE,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,1987,10.406,
13490,SWE,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,1988,10.832,
13491,SWE,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,1989,10.654,
13492,SWE,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,1990,20.437,
13493,SWE,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,1991,22.172,
13494,SWE,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,1992,12.812,
13495,SWE,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,1993,12.647,B
13496,SWE,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,1994,12.823,
13497,SWE,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,1995,13.366,
13498,SWE,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,1996,12.788,
13499,SWE,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,1997,14.07,
13500,SWE,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,1998,14.233,
13501,SWE,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,1999,14.145,
13502,SWE,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,2000,14.462,
13503,SWE,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,2001,17.831,B
13504,SWE,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,2002,17.395,
13505,SWE,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,2003,16.842,
13506,SWE,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,2004,17.27,
13507,SWE,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,2005,17.668,
13508,SWE,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,2006,17.593,
13509,SWE,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,2007,17.423,
13510,SWE,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,2008,17.482,
13511,SWE,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,2009,17.513,
13512,SWE,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,2010,17.589,
13513,SWE,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,2011,15.559,B
13514,SWE,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,2012,15.786,
13515,SWE,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,2013,15.971,
13516,SWE,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,2014,15.973,
13517,SWE,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,2015,15.922,
13518,SWE,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,2016,15.581,
13519,SWE,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,2017,15.241,
13520,SWE,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,2018,14.908,
13521,SWE,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,2019,14.774,P
13522,SWE,HEALTHEXP,COMPULSORY,USD_CAP,A,1970,227.751,
13523,SWE,HEALTHEXP,COMPULSORY,USD_CAP,A,1971,260.523,
13524,SWE,HEALTHEXP,COMPULSORY,USD_CAP,A,1972,281.945,
13525,SWE,HEALTHEXP,COMPULSORY,USD_CAP,A,1973,304.598,
13526,SWE,HEALTHEXP,COMPULSORY,USD_CAP,A,1974,374.048,
13527,SWE,HEALTHEXP,COMPULSORY,USD_CAP,A,1975,448.472,
13528,SWE,HEALTHEXP,COMPULSORY,USD_CAP,A,1976,500.903,
13529,SWE,HEALTHEXP,COMPULSORY,USD_CAP,A,1977,587.979,
13530,SWE,HEALTHEXP,COMPULSORY,USD_CAP,A,1978,630.918,
13531,SWE,HEALTHEXP,COMPULSORY,USD_CAP,A,1979,703.121,
13532,SWE,HEALTHEXP,COMPULSORY,USD_CAP,A,1980,825.922,
13533,SWE,HEALTHEXP,COMPULSORY,USD_CAP,A,1981,880.855,
13534,SWE,HEALTHEXP,COMPULSORY,USD_CAP,A,1982,930.627,
13535,SWE,HEALTHEXP,COMPULSORY,USD_CAP,A,1983,964.73,
13536,SWE,HEALTHEXP,COMPULSORY,USD_CAP,A,1984,1020.086,
13537,SWE,HEALTHEXP,COMPULSORY,USD_CAP,A,1985,1002.024,
13538,SWE,HEALTHEXP,COMPULSORY,USD_CAP,A,1986,1033.729,
13539,SWE,HEALTHEXP,COMPULSORY,USD_CAP,A,1987,1106.768,
13540,SWE,HEALTHEXP,COMPULSORY,USD_CAP,A,1988,1161.188,
13541,SWE,HEALTHEXP,COMPULSORY,USD_CAP,A,1989,1261.946,
13542,SWE,HEALTHEXP,COMPULSORY,USD_CAP,A,1990,1184.654,
13543,SWE,HEALTHEXP,COMPULSORY,USD_CAP,A,1991,1151.606,
13544,SWE,HEALTHEXP,COMPULSORY,USD_CAP,A,1992,1339.583,
13545,SWE,HEALTHEXP,COMPULSORY,USD_CAP,A,1993,1329.244,B
13546,SWE,HEALTHEXP,COMPULSORY,USD_CAP,A,1994,1323.241,
13547,SWE,HEALTHEXP,COMPULSORY,USD_CAP,A,1995,1380.374,
13548,SWE,HEALTHEXP,COMPULSORY,USD_CAP,A,1996,1474.247,
13549,SWE,HEALTHEXP,COMPULSORY,USD_CAP,A,1997,1468.165,
13550,SWE,HEALTHEXP,COMPULSORY,USD_CAP,A,1998,1550.393,
13551,SWE,HEALTHEXP,COMPULSORY,USD_CAP,A,1999,1682.213,
13552,SWE,HEALTHEXP,COMPULSORY,USD_CAP,A,2000,1877.598,
13553,SWE,HEALTHEXP,COMPULSORY,USD_CAP,A,2001,1970.264,B
13554,SWE,HEALTHEXP,COMPULSORY,USD_CAP,A,2002,2177.794,
13555,SWE,HEALTHEXP,COMPULSORY,USD_CAP,A,2003,2224.294,
13556,SWE,HEALTHEXP,COMPULSORY,USD_CAP,A,2004,2292.975,
13557,SWE,HEALTHEXP,COMPULSORY,USD_CAP,A,2005,2313.007,
13558,SWE,HEALTHEXP,COMPULSORY,USD_CAP,A,2006,2477.215,
13559,SWE,HEALTHEXP,COMPULSORY,USD_CAP,A,2007,2660.82,
13560,SWE,HEALTHEXP,COMPULSORY,USD_CAP,A,2008,2817.454,
13561,SWE,HEALTHEXP,COMPULSORY,USD_CAP,A,2009,2854.446,
13562,SWE,HEALTHEXP,COMPULSORY,USD_CAP,A,2010,2829.065,
13563,SWE,HEALTHEXP,COMPULSORY,USD_CAP,A,2011,3767.476,B
13564,SWE,HEALTHEXP,COMPULSORY,USD_CAP,A,2012,3941.04,
13565,SWE,HEALTHEXP,COMPULSORY,USD_CAP,A,2013,3975.813,
13566,SWE,HEALTHEXP,COMPULSORY,USD_CAP,A,2014,4088.408,
13567,SWE,HEALTHEXP,COMPULSORY,USD_CAP,A,2015,4205.704,
13568,SWE,HEALTHEXP,COMPULSORY,USD_CAP,A,2016,4323.73,
13569,SWE,HEALTHEXP,COMPULSORY,USD_CAP,A,2017,4507.569,
13570,SWE,HEALTHEXP,COMPULSORY,USD_CAP,A,2018,4623.676,
13571,SWE,HEALTHEXP,COMPULSORY,USD_CAP,A,2019,4928.009,P
13572,SWE,HEALTHEXP,VOLUNTARY,USD_CAP,A,1970,44.152,
13573,SWE,HEALTHEXP,VOLUNTARY,USD_CAP,A,1971,45.8,
13574,SWE,HEALTHEXP,VOLUNTARY,USD_CAP,A,1972,49.343,
13575,SWE,HEALTHEXP,VOLUNTARY,USD_CAP,A,1973,54.698,
13576,SWE,HEALTHEXP,VOLUNTARY,USD_CAP,A,1974,45.874,
13577,SWE,HEALTHEXP,VOLUNTARY,USD_CAP,A,1975,53.196,
13578,SWE,HEALTHEXP,VOLUNTARY,USD_CAP,A,1976,59.33,
13579,SWE,HEALTHEXP,VOLUNTARY,USD_CAP,A,1977,60.456,
13580,SWE,HEALTHEXP,VOLUNTARY,USD_CAP,A,1978,63.373,
13581,SWE,HEALTHEXP,VOLUNTARY,USD_CAP,A,1979,69.073,
13582,SWE,HEALTHEXP,VOLUNTARY,USD_CAP,A,1980,71.858,
13583,SWE,HEALTHEXP,VOLUNTARY,USD_CAP,A,1981,84.517,
13584,SWE,HEALTHEXP,VOLUNTARY,USD_CAP,A,1982,92.559,
13585,SWE,HEALTHEXP,VOLUNTARY,USD_CAP,A,1983,97.274,
13586,SWE,HEALTHEXP,VOLUNTARY,USD_CAP,A,1984,102.033,
13587,SWE,HEALTHEXP,VOLUNTARY,USD_CAP,A,1985,118.131,
13588,SWE,HEALTHEXP,VOLUNTARY,USD_CAP,A,1986,120.845,
13589,SWE,HEALTHEXP,VOLUNTARY,USD_CAP,A,1987,128.552,
13590,SWE,HEALTHEXP,VOLUNTARY,USD_CAP,A,1988,141.058,
13591,SWE,HEALTHEXP,VOLUNTARY,USD_CAP,A,1989,150.482,
13592,SWE,HEALTHEXP,VOLUNTARY,USD_CAP,A,1990,304.305,
13593,SWE,HEALTHEXP,VOLUNTARY,USD_CAP,A,1991,328.084,
13594,SWE,HEALTHEXP,VOLUNTARY,USD_CAP,A,1992,196.852,
13595,SWE,HEALTHEXP,VOLUNTARY,USD_CAP,A,1993,192.44,B
13596,SWE,HEALTHEXP,VOLUNTARY,USD_CAP,A,1994,194.634,
13597,SWE,HEALTHEXP,VOLUNTARY,USD_CAP,A,1995,212.958,
13598,SWE,HEALTHEXP,VOLUNTARY,USD_CAP,A,1996,216.163,
13599,SWE,HEALTHEXP,VOLUNTARY,USD_CAP,A,1997,240.39,
13600,SWE,HEALTHEXP,VOLUNTARY,USD_CAP,A,1998,257.296,
13601,SWE,HEALTHEXP,VOLUNTARY,USD_CAP,A,1999,277.146,
13602,SWE,HEALTHEXP,VOLUNTARY,USD_CAP,A,2000,317.46,
13603,SWE,HEALTHEXP,VOLUNTARY,USD_CAP,A,2001,427.563,B
13604,SWE,HEALTHEXP,VOLUNTARY,USD_CAP,A,2002,458.612,
13605,SWE,HEALTHEXP,VOLUNTARY,USD_CAP,A,2003,450.482,
13606,SWE,HEALTHEXP,VOLUNTARY,USD_CAP,A,2004,478.664,
13607,SWE,HEALTHEXP,VOLUNTARY,USD_CAP,A,2005,496.369,
13608,SWE,HEALTHEXP,VOLUNTARY,USD_CAP,A,2006,528.862,
13609,SWE,HEALTHEXP,VOLUNTARY,USD_CAP,A,2007,561.416,
13610,SWE,HEALTHEXP,VOLUNTARY,USD_CAP,A,2008,596.899,
13611,SWE,HEALTHEXP,VOLUNTARY,USD_CAP,A,2009,606.015,
13612,SWE,HEALTHEXP,VOLUNTARY,USD_CAP,A,2010,603.788,
13613,SWE,HEALTHEXP,VOLUNTARY,USD_CAP,A,2011,694.2,B
13614,SWE,HEALTHEXP,VOLUNTARY,USD_CAP,A,2012,738.762,
13615,SWE,HEALTHEXP,VOLUNTARY,USD_CAP,A,2013,755.637,
